ID,kidon,phylum,class,order,family,genus,s2003,s2005,s2006,s2007,s2015,s2017,s2019,s2021,s2023,s2050,s3013,s3016,s3017,s3029,s3037,s4001,s4005,s4007,s4016,s4018,s4028,s4029,s4032,s5001,s5010,s5011,s5014,s5026,s5030,s6010,s6011,s6016,s6017,s7005,s7006,s7011,s7012,s7014,s7022,s7025,s7033,s7039,s7041,s7064,s7065,s7067,s7071,s2002,s2004,s2008,s2014,s2033,s2047,s2051,s3009,s3012,s3018,s3020,s3021,s3025,s3026,s3039,s3041,s4023,s4030,s4033,s4034,s5007,s5009,s5012,s5020,s5022,s5028,s5032,s6001,s6006,s6013,s6022,s6025,s7002,s7010,s7013,s7015,s7036,s7038,s7042,s7046,s7047,s7048,s7049,s7050,s7056,s7057,s7058,s2009,s2012,s2013,s2024,s2027,s2037,s2041,s2042,s2044,s2045,s2048,s2049,s3002,s3007,s3010,s3040,s4003,s4010,s4012,s4013,s4014,s4015,s4019,s4022,s5004,s5017,s5018,s5019,s5021,s5024,s5025,s5034,s6008,s6009,s6012,s6018,s6019,s6020,s6026,s6031,s6032,s6033,s7019,s7052,s7068,s7070
s__Bilophila_unclassified,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,0.1370599,0.5962831,0.150228,0.05633,0.3045,0.0126701,0.2804301,0.00641627,0,0.00417004,0.5323076,0.3330249,0,0.04256,0.1655689,0.3561798,0.3396999,0,0.284541,0.0866229,2.5049029,0.3012753,0.0307913,0.6029285,0.1105958,0.18174,0.0790155,0.7370586,0.32446,0.1197413,0,0.12133,0.2299151,0,0.3673101,0.33846,0,0.5972198,0,2.1639866,0.07616,0.6795005,0.20268,0.24565,0.1727652,0.17531,0.5216901,0.3236169,0,0.29126,0.01647,0.5131671,0.1470701,0.02272,0.024558,0.5159036,0.0238918,0.1579825,0.3343863,0.6288199,0.3653948,0.0287879,0.11844,0,0.3613632,0.41187,0,0.28492,0.6567445,0.097398,0.05817,1.1724184,0,0.017201,1.3438657,0.2078442,0,0.53484,0,0.20721,0.6232403,0.4016601,0.0177521,0.2176363,0,0,0.174587,0.03315,0.035683,0.2173205,0.1576536,1.2269985,0.0749608,0.5525642,0.2875099,1.6350023,0.2013401,0.16307,0.14463,0.19998,0.3128782,0.0671207,0.3219498,0.0713945,1.0859291,0.08095,0.3678699,0.0754721,0.2526512,0.0163719,0,0.0497414,0.1605448,0.2106066,0.03362,0.3675193,0.0536777,0.0223002,0,0.0101321,0.111526,0.1890361,0.3754384,0.6497381,0.1316324,0,0.13986,0.1104708,0.1515303,0.407465,0.3935068,0.1302499,0,0.158399,0,0.05566,0.4880549,0.0884027,0.11546,0.1285763
s__Oscillibacter_unclassified,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Oscillibacter,0.1882436,0.2612957,0.2831228,0.01318,0.13955,0.000840009,0.2286601,0,0,0,0.0319422,0.3319649,0,0,0.0476069,0.01604,0.1294,0,0.1256248,0.0603226,0.0488119,0.5822195,0,0.0436515,0.0437355,0.13179,0.00781392,0.1148629,0.20344,0.0233057,0.0645242,0.16138,0.1615806,0,0.4249201,1.0204401,0.1671601,0.0633853,0.00373028,0.2513447,0.09968,0.0503245,0,0.01412,0,0,0.08011,0.077334,0.0290078,0.08094,0.04413,0.505047,0.1579401,0.01719,3.2980819,0.0769935,0.1460317,0.0337405,0.00282666,1.0115602,0.0280527,0.00154096,0.05141,0,0.0278218,0.14861,0,0.50162,0.7470744,0.0383759,0.0905311,0.0863461,0.0659428,0.7290725,0.0418205,0.0624573,0.1786099,0.00499,0.254116,0.03664,0.0257517,0.23738,1.2883191,0.969134,1.0337701,0,0.4118265,0.15866,0,0.1875877,0.1960718,0.4098863,0,0.00868148,0.01472,1.1143366,0.7594102,0.13495,0.16018,0.33168,0.1956494,0.0611406,2.7146584,0.0279118,0.49699,0.13761,0.6738398,0.1593929,0,0.0894706,0.5386848,0.0310709,0.0148414,0.0238884,0.00785,0.79508,0,0.00420004,0,0.00470098,0.0645134,0.0894776,0.00226005,0,0.0169098,0,0.2178499,0.0566904,0.0763653,0.0268416,0.6251957,0.08763,0,0.0599318,0.5839501,0.40761,0.00198002,0.3696611,0,0.062383
s__Lachnospiraceae_bacterium_5_1_63FAA,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_noname,0.0709751,0.0350408,0.00471721,0.01968,0.0695,0.0297803,0.05219,0.077316,0.0315801,0,0.1147891,0.0159502,0,0.3080728,0.0418349,0.03542,0,4.1978406,2.4893461,0.0357048,0.00639156,0.4694138,0.2709715,0.4301331,0.4488342,0.0171,0.0465601,0.0664817,0.07371,0.1423622,0.031152,0.02056,0.0170411,0.0216,0.01364,0.03533,0.00952,0.1947162,0.00920846,0.0972357,0.08623,0.0455641,0.03178,0.11208,0,0.1158,0.1314,0.4283324,0.3299286,0.00371,0.06226,0.0385305,0.06083,0.23534,0,0.0348716,0.0570222,0.0937715,0.0710413,0.6581222,0.0712321,0,0.05182,0.1962138,0.019115,0.03902,0.1052064,0.22597,0.054959,0.0166773,0.2447942,0.5524929,0.0415243,0.0364521,0.0592507,0.1881019,0.0962199,0.01152,0.0421626,0.01079,0.7025754,0.0276,0,0.0253228,0.00253,0,0.3905957,0.02221,6.9569695,0.0780874,0.0317168,0.0162718,0.1517016,0.0859747,0.00946,0.072975,0.2478701,0.05196,0.03072,0.08649,0.0296176,0.1117311,0.00283,0.1559298,0.1101307,0.19355,0.3526099,0.00251641,0.2803068,0.0794394,0,0.0225406,0.00555051,0.1168066,0.17469,0.00919023,0.6911886,0.859408,0.00895,0,0,0.1557433,0.1537234,0,0.0209484,0.0207337,0.3225099,0.296402,0.160052,0.4277863,0.0629659,0.2119199,0.00884102,0.2905634,0.28646,0.16873,0.5571456,0.0282909,0.3493101,0.4606524
s__Bacteroides_clarus,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0,0,0.0216189,0,0,0,0.1914701,0,0,0,0,0.0276904,0,0.0903778,0.1022464,0.2225199,0,0,0,0.00512787,0,0,0,0.4496382,0.0344482,0,0,0,1.1604701,0,0,0,0,0,0,0,0,0,0,0,0.15746,0.000890079,0,0,0,0,0.03958,0.4001709,1.0103814,0,0,0,0.04971,0,0,0,0,0,1.0598643,0.0100708,0,0,0,0,0.000940737,0.06076,0,4.93573,0.107795,0.0081783,0,4.7332518,0,0.0293117,0,0.000410048,0,0.06364,4.2489168,0,0.00956062,0,0,0.1190774,0,0,0,0.02018,0,0.0431141,0.4579577,0.00465053,0,0,0,1.8439967,0,0.00418,0.00308,0.01656,0,0,0,0,0,0.00553,0.03322,0,0,0,0.7653533,0,1.4898169,0.2013479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065004,0,0,0,0.0250425,6.1161606,0.02649,0,0,0,0
s__Phascolarctobacterium_succinatutens,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Acidaminococcaceae,g__Phascolarctobacterium,0,0,0,0,0,4.4856775,0.7166702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229902,0,0,1.3596803,0,0,0,0,0,5.3350109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088001,0,2.2760486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5435694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4181047,0,0,0,0,0,0,0,0,0,0,0,2.2479905,0,0,1.5460145,0,0,0,0,0,0,0,5.0386527,0,0,0,2.1025302,0,0,0,0,0
s__Enterobacter_cloacae,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,0,0,0,0.03468,0,0,0.02802,0.0183265,0,0,0,0,0,13.5241317,0,0.7202896,0.3590199,0,0,0.0760066,0,0,0,0.0170345,0,0,0.2086389,0,0,0.1037476,0.0240116,0.17711,0,0,0,0,0.1294301,0.0496341,0,0,0,0,0,0,0,0,0,1.7651623,0,0,0,0,0,0,0.00770348,4.5254373,0.024931,0.3837861,0.096775,0,0.0857087,0,0,0,0,0,0,0,0,0.0381053,0,0,0.8299565,0,0.00577007,0.3987664,0,0,0.1933021,0,0.0232015,0.02067,0,0.0901913,0,0,0.299642,0,0,0,0,0,0,0,0,0.0679847,0,1.3657604,0.4640001,2.0245,0,0.0205202,0,0,0.0108228,0.08069,0,0.0395956,0.0300561,0,0,0,0,0,0,0,0.2562865,0,0,0.1359985,0.0109706,0.7129909,0.0309807,0,0,0,0,0.0680205,0.00162032,0.00420026,0,0.09343,0.00182021,0.3343978,0,0,0,0,0,0
s__Ruminococcus_lactaris,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,0,0.0090702,0.2712796,0,0,0,0.04712,0.3319617,0,0,0,0.0277304,0,0.9647664,0.3544561,0.01047,0,0,1.009149,0,0,0,0,0,0,0,0.2631069,0.7620193,0.6769501,0.0873611,0.1353288,0.10756,0,0,0,0.24745,0,0.47958,0,0.1656897,0.4892101,0,0,0.2858301,0,0,0.5619801,0,0.7341572,0,0.07233,0.00233003,0,0.15517,0,0,0,0,0.0849719,0.0354128,0,0,0,0,0,0.14628,0,0,0,0,2.8528808,0.4307202,0.0294302,0,0,0,0.4042098,0.13763,0,0,1.2461905,0.3333401,0,0,0,0,0,0.07509,0,0.6090574,0.4351929,0,0,0,0.10388,0,0,0.7446002,0.6520801,0.24965,0.6302448,0.2022221,0.01478,1.1112901,0,0.18501,0.8065498,0.1978364,0.00468095,0.0604872,0,0,0.0197318,3.0311101,0,0,0,0,0,0,0,2.3626018,0,0,0,0,0,0,0.0669734,0.9415078,0,0.00504,0.2199354,0.00308524,0.6878501,0,0,0,0,0
s__Clostridium_nexile,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,0,0,0,0,0,0,0,0,0,0.0976509,0,0.0394906,0,0,0,0,0.8378898,0.0682586,0,0,0.0962135,0.632092,0,0,0.7070191,0,0,0,0,0,0,0,1.8226199,0.7762699,0,0,1.6285007,0,0.2971113,0,0,0,0,0,0.1730853,0,0,0,0.011113,0.48014,0,0,0,0,0,0,0,0,0,0.00837066,0,3.1469584,0.3275401,3.7800637,0,0.37866,0.00214033,0,0,0.028173,0,0.0495292,0,0,0,4.9721283,0,0,1.8840383,0,0,0,0,0,0,0,0,0,0.8100775,0,0,0,0,0,0,0,0,0.05174,0.05202,0,0,0,0.4358897,0.0079105,0.8151577,0,0,0,0,0,0,0.00457013,0,0,0,0,0,0,0,0,1.2678477,0,0,1.0802194,0.1867125,0.8094563,0.01382,0.5748439,0,0,0,0,0,0,0,0,0,0,0.3244901,0.0456222
s__Alistipes_finegoldii,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0,0,0.2572484,0.00094,0,0.0116601,0,0.00161409,0.000820002,0,0,0,0,0,0.2019918,0.7041496,0,0,0.0965837,0.3581396,0.0400598,0,0,0.000280074,0,0.25082,0.2843056,0.3695093,0.03667,0.3882302,0,0.26318,0.0574938,0,0.4566801,0,0,0,0,0.068854,0.00229,0.00264023,0.01688,0,0,0,0.00399,0,0,0.02503,0.03465,0.2587736,0,0.03648,0.3634302,0.6725708,0.6925283,0.0893014,0.1088313,0.5039,0.0181882,0.0436271,0.3921001,0,0.0908512,0,0,0.0975,3.1123459,0.095634,0,0,0,0.033572,0,0,0.2054699,0.33534,0,0,0,0,0.0250829,0.062046,0,0,0,0,0,0.4331708,1.5457699,0,0.1364415,0.0434774,0.0047,0,0,0.07246,0.04303,0.04404,0.0347676,0.1254713,1.5316991,0,0,0.09548,0.3153499,0.8029979,0.015043,2.3741623,0.5893339,0,0.6990742,0.3030439,0.7714302,0.5398236,0,0,0,0.1713259,0,0.0980484,0.5788629,0,0.1618162,0,0,1.024077,0,0.1081266,0.4800099,0.7615097,0,0.0470599,0.1065,2.35218,0.1192212,0.065802,0,0
s__Paraprevotella_clara,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Paraprevotella,0.3171528,0,0.1653331,0,0,0.096511,0.5218702,0,0,0,0,0,0,1.441783,0,0.1664899,0,0,1.086922,0.6386301,0,0,0,0.5301694,0,1.04776,0,0,0,0.4317899,0,0.32924,0,0,0,0,0,0,0,0,0,0,0.3160301,0.3971801,0,0,0.17548,0,0,0.00881,0.06126,0.1734224,0,0,0.3103055,0,0.0985392,0,0.6263829,0.9346441,0,0.7381994,0,0,0,0,0,2.83199,0.0355211,0,0,0,1.6581724,0,0,0,0,0,0,0.2241,0,0,0.9219167,0,0,0,0,0,0,0.6199184,0,0,0,0,0,0,0,0.3372901,0.2701001,0,0,0,0,0.1334484,0,0,0,0,0,0.5118009,0,0,1.1014212,0.1224881,0.4692001,0,0,0,0,1.0923186,0,0,2.2640205,0,1.571461,0,0,0.4161028,0,0.5844959,0.3804573,0,0,0.6509354,0,0,0,0,0,0
s__Alistipes_sp_AP11,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0,0,0,0,0,0,0,0,0,0,2.3218249,0,0,0,0,0.1043799,0,0,0.6255741,0,0,0,0,0,0,0.58619,0,0,0,0.7163431,0,1.2170699,0,0,0,0,0,0,0,0,0.8682102,0,0,0,0,0,0.19244,0,0.2231399,0,0,0,0,0,0,0,0.6710372,0.3474255,0.2096285,0,0,0,1.8886406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6380599,0.2513762,0,0.4017065,3.1828002,0,0,0.6315653,0,0,0.6645526,0.4503961,1.1018844,0,0.1069282,0,0,0.9755403,0.2792901,0.13101,0,0,0.1610916,0,0.2138535,0,0,0.5953698,0.125962,0,0.9462425,0,0,0.2335615,0.9992742,0.3613201,0,0,0,0,0,0,0,0,0,0.1194461,0,0,0.4045728,0,0,0,0,0,0.9707885,0,0,0,0,0,2.0005674
s__Megamonas_funiformis,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Megamonas,0,0,0.654056,0.01981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6667803,0,0,0,0,0,0,0.41291,0.18388,0,0,0,0.00687341,0,0,0,0,0,0.0647892,0.226581,0,0,0.942939,0,0,0,0,0.00307689,0,0,0,0,7.6192791,0.1589085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3811059,0,0,0,0.3616016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695083,0,0,0.3365509,0,0,0,0,0,0,0,0,0,0,0,0,11.9514908,0,0.0226502,0,0,0,0.01659,0,0,0,0,0,0,0,0
s__Bacteroides_sp_3_1_19,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0,0,0,0,3.8998104,0,0,0,0,0,0,0,0,0,0,0.7495196,0,0.2157373,0,0,0,0,0,0,0,0,0,0,0,1.3293917,0,0,0,0,0,0,0,0,0,0.9134834,0,0,0,0,0,0,0,5.8523761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670915,0,0,0.2436498,0,0.348489,0,0,0,0,0,0.06631,0,0,0,0,1.43571,0,0,0.6065396,0.2334147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2215006,0,0,2.0203225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_biforme,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelotrichaceae_noname,0,0,3.163912,0.1331,0,0.6398068,0,0,0.0732802,0,0.8160013,0,0,0,0,0.01134,0,0,0,0,0,0,0,0.00590155,0,0.00893,0,0,0,0,0,1.9314398,0.0425028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273645,0,0,4.2303255,0,0.1549664,0.8764903,0,0.1318934,0,0,0,2.3563587,0,0,0,0,0.583454,0,0,0.3498498,0.0639,0,0.09464,0,0,0.6612165,0,0,0,0,0,0,0,0,0,0,2.864068,0,0,0,0,0,0,0.04749,0,0,0,0,0,0,0.1490039,0,0.0468356,0,0,0.9819602,0,0,0.6415362,0,0,0,0.1055321,0,0,0,0,0,0,0,2.7610488,0,0,0,0,0,0.252048,0,0,0,0,0,0
s__Bifidobacterium_bifidum,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,0,0.2621957,0,0,0,0.0418004,0,0,2.1491958,0,2.8212384,0,0.000620267,0,0,0.0866599,0,0,0,0.0363157,0,0,0,0,0,0,0,0,0,0.4646435,0,0,0,0,0.09346,0,0,0,0,0,0,0,0,0.1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0749903,0,0,0,0,0,0,0,0,0,0.5294228,0.0554232,8.7865728,0,0,0,0,0,0,0,0.215645,0,0.7794901,0,0,0.51977,0,0,0,0,1.1764226,0.6757952,0.10021,0.5837701,0.7891102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688544,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0998157,0,0,0,0,0,1.0306402
s__Alistipes_unclassified,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0,0.0131903,0,0,0,0,0,0,0,0.00724007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3435923,0,0,0,0,1.8582802,0,2.5497026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6673479,0,0,0,0,0,0,0,0,0.322,0,0,0.56327,0,1.2871125,0,0,0,0,0.0593569,0,0,0,0,0,0,0,0,0,0,0,0.05424,0,0,0,0,0,0,0,7.4618426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0311475,3.1676403,0,0,0,0,0,0,0,0,0,1.089918,0.0107807,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_intestinalis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0.0190914,0,0.0141516,0,0,0.00521006,0.8673603,0,0.00413001,0,0.00559564,0,0,0,0.2150465,0.00404,0,0,0.5909228,0,0,0,0,0,0,0.00584,0,1.1823099,1.4841501,0.1001118,0,0.16585,0,0,0,0.15926,0,3.0236322,0,0.85515,0,0,0,0,0.0315346,0,0,0,0,0,0,0,0.11195,0.00053,0.00690378,0.1581272,0.0786588,0.6396302,0,0.00234019,0.2519036,0.2544984,0.00917,0,0.000220173,0,0,0.15942,0.2242725,0.5609052,0.0229979,0,0,0.6414774,0,0,0,0,0,0,0.0652042,0,1.0824052,0.0774198,0,0,0.00168007,0.1537,0,0,0.0714352,0.7062997,0.00494005,0,0.03585,0.1738419,0,0.05276,0.05045,0,0.0335565,0.0342603,0.3127898,0.0974862,0.0111132,0.3689399,1.7314895,0.171217,0,0.7701016,0,0,0.0235422,0.00785591,0.00763,1.2646819,0,0,0,0.0425789,0,0,0.0772917,0,0.00760386,0,0.06724,0.0198001,0,0.0705143,0.0614448,1.0042396,0,0.336231,0,0.03917,0,0,0,0.124216
s__Clostridium_bartlettii,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcaceae_noname,0,0.0178004,0.0501931,0.07261,0.0012,0.00591006,0,3.0831978,0.00251001,0.216492,0.6640195,0.0804512,0.0689897,0.0141452,0.1145808,0.03819,0.06647,0.0229929,0.1209847,1.2844813,0.0871813,1.814092,0.00630027,0.0614862,0,0,0.0537585,0.1041926,0,0.0644381,0,0.02526,0,0,0,0.02267,0.00101,0,0,0,0,0.00581052,0.01409,0,0.0158023,0,0.12185,0.0502126,0.1695956,0.00376,0.01569,0,0.01317,0.01237,0.00220678,0.00147007,0.0786796,0,0.00088143,0.189775,0.00263119,0.059387,0.12351,0.3390766,0,0.00858,0.0700309,0.09852,0,0.0621591,1.1188647,0.1153015,0.0206471,0,0.1144513,0.0584168,0.00569,0,0.0539334,0,0,0,0,0.018817,0.03202,1.7681196,0,0.11271,1.3378614,0,0.00846181,0.0114913,0.0128001,0.000740126,0.05794,0,0.09347,0.13116,0.04694,0.09162,0,0,0.0132,0.0803551,0,0.14882,0.07806,0.0387669,0.5426199,1.4736852,0.00864692,0.0211906,0,0,0.00364,0.2565565,0.1939677,0.0584005,0.00774,0,0.00144008,0.2352201,0.1479533,0.0233709,0.0119043,0.00866157,0,0.2631118,0,0.1825712,0.0900156,0,0.0719383,0.2393965,0.02949,0,0.0240702,0.0202106,0.01598,0.5664076
s__Lactobacillus_mucosae,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,0.00747054,0,0,0.02281,0,0,0,0,2.8256576,0,0.00938185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113809,0,0,0,0,0,0.03263,0,0.2481207,1.4878478,0,0,0,0,0,0,0.01611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420329,0,0,0,0,0,0,0,0.3261426,0,5.9984002,0,0,0,0,0,0,0,0,0,6.1419306,0,0,0,0,0,0,0.0151517,1.5288364,0,0,0.000850058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412735,0,0,0,0,0.4847799,0,0,0,0,0,0,0,0,0,0,0,0,0.2582026
s__Megamonas_hypermegale,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Megamonas,0,0,0.0673256,0.07031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033213,0,0,0.00314,0.1437177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0775416,0,0,0,0,0,0,1.1592299,0.0836,0.00322004,0,0,0.00457552,0,0,0,0,0,0.117483,0.04817,0,0,1.9848655,0,0,0,0,0.0248656,0,0,0,0.00959056,0.3097536,0.5484138,0,0,0,0,0,0,0.00831096,0,0,0,0,0,0,1.602641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117007,0,0,0,0,0,0.0120914,0.0110309,0,1.1156525,0.00892809,0,0,0,0,0,0,0,0,0,0,0,1.3209188,0,0.1847213,0,0,0,0.1933599,0,0,0,0,0,0.00167005,0,0
s__Catenibacterium_mitsuokai,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Catenibacterium,0,0,0,0,0,0.4511248,0,0,0.1158903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3910079,0,0,7.5722405,0,0.3720115,0,0,0.321562,0,0,0,8.7881082,0,0,0,0,0.3718117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4989137,0,0,0,0,0,0,0,0,0
s__Parabacteroides_johnsonii,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,0.5532698,0.1485733,0.00160586,0,0,0,0.0187,0,0,0,0.00244744,1.2722587,0,0,0.0129446,0.07853,0,0,0,0.0196201,0,0,0,0.0309181,0,0,1.0211613,0,0,0.1823464,0,0,0,0,1.0385503,0,0,0,0,0.4805681,1.0594102,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0.042354,0.0476122,0.0491657,0.0528408,0,0,0.1331801,0.00394245,0.0153,0,0.00297233,0,0,0,0,0.0999036,0,0,0,0.0196711,0,0,0,0,0,0.05263,0.1442093,0,0,0,0,0,0.00343014,0,0,0,0.0950803,0.0160518,0,0.1518459,0.4484299,0,2.0827406,0.01525,0.01301,0,0.00118063,0,0,0.0115007,9.01E-05,0,0,0.2750872,0,1.5835083,0,0,0.00505046,0,0.00643,0.077992,0.000830118,0.2571024,0,0.00457096,0.5856013,0.7446136,1.3798008,0,0,0,0,0,3.7918884,0,0,0,0,0.0495341,0.01871,0.04791,0,0,0,0
s__Bacteroides_faecis,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,0.000630045,0,0.2291459,0,0.01948,0.000460005,0,9.02E-05,0.0545801,0,0,0,0,0,0,0.03756,0,0,0,0.50172,0,0.00318016,0,0.00407107,0.4194245,0.09221,2.3260336,0.0113703,0,0.2259867,0,0.4242,0,0,0,0,0,0.851601,0,0.0119807,0.18126,0,0,0,0,0,0,1.262866,0,0,0,0,0,0.12286,0.0049197,3.0051476,0.0054871,0,0.5291419,0.00659052,0.0026512,0,0.07575,0,0,0,0,0.03533,0.000390562,0.8415633,0.0638319,0.0199337,0.00188065,0.6978007,0.00809009,0.000740086,0,0,0,0,0.00282018,0,0.0042805,0.00796718,0,0,0.0299512,1.00E-04,0,0,0.00132028,0.0108712,0,0,0.00423,0,0,0,0,0.06064,0.00156739,0,0,0.2608465,0.4037793,0.00293,0.00106,0,0.0360573,0.00346041,0,0,0.00371034,0.011373,0.8871902,0.8576216,0,0,0,0,0,0,0,0,0,0,0,0.00382003,0,0,0.2152269,2.2032191,0,0.000641089,0.04728,0.00148,0.00130001,0.7846136,0,0.00252012
s__Coprococcus_catus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,0.0668148,0.0623314,0.0740702,0.03042,0,0.0220902,0.02578,0.1148612,0,0,0.4550563,0.0999715,0,0.1767631,0.0641928,0.02541,0,0,1.0290797,0.0865628,0.0786492,0,0,0.0773703,0.1309676,0.01918,0.0342289,0.0369409,0.08368,0.2545498,0.0720447,0.1534,0.1864523,0,0.10507,0.04038,0,0,0,0.4400257,0.2650101,0.2277403,0.00223,0.09377,0,0,0.1216,0.1279267,0.2185787,0,0.07357,0.0409506,0.05283,0.19063,0.00278378,0.1404664,0.1737894,0.2049033,0.0309818,0.6277098,0.093142,0.1569877,0.15813,0,0.0782413,0.06149,0,0.10711,0.4782578,0.0483682,1.3625885,0.5321491,0,0.0331919,0.00235003,0.2572399,0.0929499,0.07042,0,0.01675,0.248366,0.03019,0.0567166,0.1967274,0.05522,0,0.1108244,0.04892,0,0.3031486,0.0973808,0.8906206,0.7834884,0.0486583,0.04232,0.3000506,0.07877,0.04951,0.06797,0.03385,0.1206689,0.1070211,0.0991999,0,0.0712846,0.0099,0.06013,0.0603534,0,0.1043324,0.00659631,0.00308009,0.054945,0.3027132,0.10079,0.1544239,0,0.0790507,0,0.0337171,0,0.1692445,0.0845919,0,0.1188216,0,0,0.3114521,0,0.0864053,0.1108708,0.1386499,0.0191222,0.0897123,0.10492,0,0.0295403,0,0,0.1508873
